STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,ADJUSTMENT,Adjustment,REF_AREA,Reference area,SECTOR,Institutional sector,COUNTERPART_SECTOR,Counterpart institutional sector,TRANSACTION,Transaction,INSTR_ASSET,Financial instruments and non-financial assets,ACTIVITY,Economic activity,EXPENDITURE,Expenditure,UNIT_MEASURE,Unit of measure,PRICE_BASE,Price base,TRANSFORMATION,Transformation,TABLE_IDENTIFIER,Table identifier,TIME_PERIOD,Time period,OBS_VALUE,Observation value,REF_YEAR_PRICE,Price reference year,BASE_PER,Base period,CONF_STATUS,Confidentiality status,DECIMALS,Decimals,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,CURRENCY,Currency
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,G20,G20,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2021-Q3,,107.26359605,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,G20,G20,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2021-Q2,,106.326557527,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,G20,G20,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2021-Q1,,104.603010975,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,G20,G20,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2020-Q4,,103.668693128,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,G20,G20,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2020-Q3,,101.730619024,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,G20,G20,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2020-Q2,,94.332811303,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,G20,G20,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2020-Q1,,100.287536972,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,G20,G20,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2019-Q4,,103.695113245,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,G20,G20,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2019-Q3,,103.35565288,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,G20,G20,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2019-Q2,,102.777555399,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,G20,G20,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2019-Q1,,101.750972147,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,G20,G20,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2018-Q4,,100.928443895,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,G20,G20,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2018-Q3,,100.340718268,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,G20,G20,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2018-Q2,,99.658929668,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,EA20,Euro area (20 countries),S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1999-Q4,,81.974158464,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,EA20,Euro area (20 countries),S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1999-Q3,,81.124207154,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,EA20,Euro area (20 countries),S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1999-Q2,,80.076835155,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,EA20,Euro area (20 countries),S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2021-Q1,,103.280266369,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,EA20,Euro area (20 countries),S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2002-Q2,,86.453469549,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,EA20,Euro area (20 countries),S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2002-Q1,,86.031062977,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,EA20,Euro area (20 countries),S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2001-Q4,,85.85804633,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,EA20,Euro area (20 countries),S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2001-Q3,,85.891798965,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,EA20,Euro area (20 countries),S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2001-Q2,,85.716934687,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,EA20,Euro area (20 countries),S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2001-Q1,,85.667756983,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,EA20,Euro area (20 countries),S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2000-Q4,,84.728294762,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,EA20,Euro area (20 countries),S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2000-Q3,,84.344966736,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,EA20,Euro area (20 countries),S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2000-Q2,,83.782207558,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,EA20,Euro area (20 countries),S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2007-Q4,,97.298258541,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,EA20,Euro area (20 countries),S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2007-Q3,,96.823331229,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,EA20,Euro area (20 countries),S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2007-Q2,,96.443179178,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,EA20,Euro area (20 countries),S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2007-Q1,,95.802694989,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,EA20,Euro area (20 countries),S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2006-Q4,,95.134494737,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,EA20,Euro area (20 countries),S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2006-Q3,,94.046257834,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,EA20,Euro area (20 countries),S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2006-Q2,,93.515716464,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,EA20,Euro area (20 countries),S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2006-Q1,,92.492574106,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,EA20,Euro area (20 countries),S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2005-Q4,,91.64343491,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,EA20,Euro area (20 countries),S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2005-Q3,,91.019033902,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,EA20,Euro area (20 countries),S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2005-Q2,,90.334986079,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,EA20,Euro area (20 countries),S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2005-Q1,,89.768304435,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,EA20,Euro area (20 countries),S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2004-Q4,,89.535222781,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,EA20,Euro area (20 countries),S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2004-Q3,,89.152964494,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,EA20,Euro area (20 countries),S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2004-Q2,,88.941197235,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,EA20,Euro area (20 countries),S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2004-Q1,,88.403628843,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,EA20,Euro area (20 countries),S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2003-Q4,,87.912843499,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,EA20,Euro area (20 countries),S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2003-Q3,,87.368140103,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,EA20,Euro area (20 countries),S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2003-Q2,,86.80947502,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
